"Code","CCG_code","CCG","items","quantity","actual_cost","BNF_chapter","BNF Chapter Code","BNF_section","item_label","Year","label"
"1311","09G","NHS Coastal West Sussex CCG",2295,868125,18903.48014,"Skin","13","Skin Cleansers,Antiseptics & Desloughing","Skin Cleansers,Antiseptics & Desloughing
2,295","2018","Skin.Skin Cleansers,Antiseptics & Desloughing"
"1311","09H","NHS Crawley CCG",528,241853,4802.88653,"Skin","13","Skin Cleansers,Antiseptics & Desloughing","Skin Cleansers,Antiseptics & Desloughing
528","2018","Skin.Skin Cleansers,Antiseptics & Desloughing"
"1311","09X","NHS Horsham And Mid Sussex CCG",609,272251,5616.5943,"Skin","13","Skin Cleansers,Antiseptics & Desloughing","Skin Cleansers,Antiseptics & Desloughing
609","2018","Skin.Skin Cleansers,Antiseptics & Desloughing"
"1312","09G","NHS Coastal West Sussex CCG",350,21132,1361.12555,"Skin","13","Antiperspirants","Antiperspirants
350","2018","Skin.Antiperspirants"
"1312","09H","NHS Crawley CCG",99,6207,1205.02475,"Skin","13","Antiperspirants","Antiperspirants
99","2018","Skin.Antiperspirants"
"1312","09X","NHS Horsham And Mid Sussex CCG",144,8844,492.8506,"Skin","13","Antiperspirants","Antiperspirants
144","2018","Skin.Antiperspirants"
"1313","09G","NHS Coastal West Sussex CCG",165,1527,4919.1246,"Skin","13","Wound Management Products","Wound Management Products
165","2018","Skin.Wound Management Products"
"1313","09H","NHS Crawley CCG",12,72,231.88449,"Skin","13","Wound Management Products","Wound Management Products
12","2018","Skin.Wound Management Products"
"1313","09X","NHS Horsham And Mid Sussex CCG",18,106,341.56532,"Skin","13","Wound Management Products","Wound Management Products
18","2018","Skin.Wound Management Products"
"1314","09G","NHS Coastal West Sussex CCG",1461,84050,6240.68036,"Skin","13","Topical Circulatory Preparations","Topical Circulatory Preparations
1,461","2018","Skin.Topical Circulatory Preparations"
"1314","09H","NHS Crawley CCG",262,18302,1364.40129,"Skin","13","Topical Circulatory Preparations","Topical Circulatory Preparations
262","2018","Skin.Topical Circulatory Preparations"
"1314","09X","NHS Horsham And Mid Sussex CCG",395,26850,1992.45915,"Skin","13","Topical Circulatory Preparations","Topical Circulatory Preparations
395","2018","Skin.Topical Circulatory Preparations"
"1315","09G","NHS Coastal West Sussex CCG",13,3130,342.58314,"Skin","13","Miscellaneous Topical Preparations","Miscellaneous Topical Preparations
13","2018","Skin.Miscellaneous Topical Preparations"
"1315","09H","NHS Crawley CCG",3,382,246.84312,"Skin","13","Miscellaneous Topical Preparations","Miscellaneous Topical Preparations
3","2018","Skin.Miscellaneous Topical Preparations"
"1315","09X","NHS Horsham And Mid Sussex CCG",15,3650,130.50688,"Skin","13","Miscellaneous Topical Preparations","Miscellaneous Topical Preparations
15","2018","Skin.Miscellaneous Topical Preparations"
"1404","09G","NHS Coastal West Sussex CCG",139157,139279,1282322.23864,"Immunological Products and Vaccines","14","Vaccines And Antisera","Vaccines And Antisera
139,157","2018","Immunological Products & Vaccines.Vaccines And Antisera"
"1404","09H","NHS Crawley CCG",24489,24519,227810.43938,"Immunological Products and Vaccines","14","Vaccines And Antisera","Vaccines And Antisera
24,489","2018","Immunological Products & Vaccines.Vaccines And Antisera"
"1404","09X","NHS Horsham And Mid Sussex CCG",55633,55700,506613.10473,"Immunological Products and Vaccines","14","Vaccines And Antisera","Vaccines And Antisera
55,633","2018","Immunological Products & Vaccines.Vaccines And Antisera"
"1405","09G","NHS Coastal West Sussex CCG",1,1,157.71601,"Immunological Products and Vaccines","14","Immunoglobulins","Immunoglobulins
1","2018","Immunological Products & Vaccines.Immunoglobulins"
"1501","09G","NHS Coastal West Sussex CCG",3247,27142,18502.20421,"Anaesthesia","15","General Anaesthesia","General Anaesthesia
3,247","2018","Anaesthesia.General Anaesthesia"
"1501","09H","NHS Crawley CCG",401,5377,5051.04734,"Anaesthesia","15","General Anaesthesia","General Anaesthesia
401","2018","Anaesthesia.General Anaesthesia"
"1501","09X","NHS Horsham And Mid Sussex CCG",1468,13442,15015.3346,"Anaesthesia","15","General Anaesthesia","General Anaesthesia
1,468","2018","Anaesthesia.General Anaesthesia"
"1502","09G","NHS Coastal West Sussex CCG",17132,221423,198500.73893,"Anaesthesia","15","Local Anaesthesia","Local Anaesthesia
17,132","2018","Anaesthesia.Local Anaesthesia"
"1502","09H","NHS Crawley CCG",3566,49317,37294.41548,"Anaesthesia","15","Local Anaesthesia","Local Anaesthesia
3,566","2018","Anaesthesia.Local Anaesthesia"
"1502","09X","NHS Horsham And Mid Sussex CCG",5531,70227,58478.11268,"Anaesthesia","15","Local Anaesthesia","Local Anaesthesia
5,531","2018","Anaesthesia.Local Anaesthesia"
"1803","09X","NHS Horsham And Mid Sussex CCG",2,1100,178.78181,"Preparations used in Diagnosis","18","X-Ray Contrast Media","X-Ray Contrast Media
2","2018","Preparations used in Diagnosis.X-Ray Contrast Media"
"1902","09G","NHS Coastal West Sussex CCG",4950,2070804,74593.35768,"Other Drugs and Preparations","19","Selective Preparations","Selective Preparations
4,950","2018","Other Drugs And Preparations.Selective Preparations"
"1902","09H","NHS Crawley CCG",2315,1012682,31931.21464,"Other Drugs and Preparations","19","Selective Preparations","Selective Preparations
2,315","2018","Other Drugs And Preparations.Selective Preparations"
"1902","09X","NHS Horsham And Mid Sussex CCG",1681,640779,25244.15416,"Other Drugs and Preparations","19","Selective Preparations","Selective Preparations
1,681","2018","Other Drugs And Preparations.Selective Preparations"
"1904","09G","NHS Coastal West Sussex CCG",14,9581,91.33159,"Other Drugs and Preparations","19","Single Substances","Single Substances
14","2018","Other Drugs And Preparations.Single Substances"
"1904","09H","NHS Crawley CCG",2,1000,4499.04752,"Other Drugs and Preparations","19","Single Substances","Single Substances
2","2018","Other Drugs And Preparations.Single Substances"
"1904","09X","NHS Horsham And Mid Sussex CCG",4,7175,65.66589,"Other Drugs and Preparations","19","Single Substances","Single Substances
4","2018","Other Drugs And Preparations.Single Substances"
"1905","09G","NHS Coastal West Sussex CCG",104,3352,983.47767,"Other Drugs and Preparations","19","Other Preparations","Other Preparations
104","2018","Other Drugs And Preparations.Other Preparations"
"1905","09H","NHS Crawley CCG",6,600,55.68979,"Other Drugs and Preparations","19","Other Preparations","Other Preparations
6","2018","Other Drugs And Preparations.Other Preparations"
"1905","09X","NHS Horsham And Mid Sussex CCG",4,240,81.35019,"Other Drugs and Preparations","19","Other Preparations","Other Preparations
4","2018","Other Drugs And Preparations.Other Preparations"
"1906","09G","NHS Coastal West Sussex CCG",74,10870,297.93756,"Other Drugs and Preparations","19","Acids","Acids
74","2018","Other Drugs And Preparations.Acids"
"1906","09H","NHS Crawley CCG",22,3844,109.32118,"Other Drugs and Preparations","19","Acids","Acids
22","2018","Other Drugs And Preparations.Acids"
"1906","09X","NHS Horsham And Mid Sussex CCG",9,7350,539.4223,"Other Drugs and Preparations","19","Acids","Acids
9","2018","Other Drugs And Preparations.Acids"
"1907","09G","NHS Coastal West Sussex CCG",5014,3335397,151568.68883,"Other Drugs and Preparations","19","Base/Dil/Susp Agents/Stabilisers","Base/Dil/Susp Agents/Stabilisers
5,014","2018","Other Drugs And Preparations.Base/Dil/Susp Agents/Stabilisers"
"1907","09H","NHS Crawley CCG",1164,823669,37735.58048,"Other Drugs and Preparations","19","Base/Dil/Susp Agents/Stabilisers","Base/Dil/Susp Agents/Stabilisers
1,164","2018","Other Drugs And Preparations.Base/Dil/Susp Agents/Stabilisers"
"1907","09X","NHS Horsham And Mid Sussex CCG",2943,2006306,103232.00388,"Other Drugs and Preparations","19","Base/Dil/Susp Agents/Stabilisers","Base/Dil/Susp Agents/Stabilisers
2,943","2018","Other Drugs And Preparations.Base/Dil/Susp Agents/Stabilisers"
"1913","09G","NHS Coastal West Sussex CCG",40,234954,1450.11998,"Other Drugs and Preparations","19","Cordials/Soft Drinks","Cordials/Soft Drinks
40","2018","Other Drugs And Preparations.Cordials/Soft Drinks"
"1913","09H","NHS Crawley CCG",3,8208,50.1332,"Other Drugs and Preparations","19","Cordials/Soft Drinks","Cordials/Soft Drinks
3","2018","Other Drugs And Preparations.Cordials/Soft Drinks"
"1914","09G","NHS Coastal West Sussex CCG",63,479104,742.31036,"Other Drugs and Preparations","19","Waters","Waters
63","2018","Other Drugs And Preparations.Waters"
"1914","09H","NHS Crawley CCG",33,250000,153.8479,"Other Drugs and Preparations","19","Waters","Waters
33","2018","Other Drugs And Preparations.Waters"
"1914","09X","NHS Horsham And Mid Sussex CCG",9,45000,27.97583,"Other Drugs and Preparations","19","Waters","Waters
9","2018","Other Drugs And Preparations.Waters"
"2001","09G","NHS Coastal West Sussex CCG",19,9700,109.82644,"Dressings","20","Absorbent Cottons","Absorbent Cottons
19","2018","Dressings.Absorbent Cottons"
"2001","09X","NHS Horsham And Mid Sussex CCG",9,4700,58.25244,"Dressings","20","Absorbent Cottons","Absorbent Cottons
9","2018","Dressings.Absorbent Cottons"
"2002","09G","NHS Coastal West Sussex CCG",15886,220150,351597.95171,"Dressings","20","Arm Sling/Bandages","Arm Sling/Bandages
15,886","2018","Dressings.Arm Sling/Bandages"
"2002","09H","NHS Crawley CCG",187,3543,5360.79867,"Dressings","20","Arm Sling/Bandages","Arm Sling/Bandages
187","2018","Dressings.Arm Sling/Bandages"
"2002","09X","NHS Horsham And Mid Sussex CCG",579,7045,14385.09332,"Dressings","20","Arm Sling/Bandages","Arm Sling/Bandages
579","2018","Dressings.Arm Sling/Bandages"
"2003","09G","NHS Coastal West Sussex CCG",94033,1381138,1953899.991,"Dressings","20","Wound Management & Other Dressings","Wound Management & Other Dressings
94,033","2018","Dressings.Wound Management & Other Dressings"
"2003","09H","NHS Crawley CCG",2539,61515,102538.39584,"Dressings","20","Wound Management & Other Dressings","Wound Management & Other Dressings
2,539","2018","Dressings.Wound Management & Other Dressings"
"2003","09X","NHS Horsham And Mid Sussex CCG",6141,104935,192493.13344,"Dressings","20","Wound Management & Other Dressings","Wound Management & Other Dressings
6,141","2018","Dressings.Wound Management & Other Dressings"
"2004","09G","NHS Coastal West Sussex CCG",1575,38246,43818.79396,"Dressings","20","Gauzes & Gauze Tissue","Gauzes & Gauze Tissue
1,575","2018","Dressings.Gauzes & Gauze Tissue"
"2004","09H","NHS Crawley CCG",24,2860,996.08599,"Dressings","20","Gauzes & Gauze Tissue","Gauzes & Gauze Tissue
24","2018","Dressings.Gauzes & Gauze Tissue"
"2004","09X","NHS Horsham And Mid Sussex CCG",106,3581,2429.0792,"Dressings","20","Gauzes & Gauze Tissue","Gauzes & Gauze Tissue
106","2018","Dressings.Gauzes & Gauze Tissue"
"2005","09G","NHS Coastal West Sussex CCG",1304,71201,106173.70934,"Dressings","20","Tracheostomy & Laryngectomy Appliances","Tracheostomy & Laryngectomy Appliances
1,304","2018","Dressings.Tracheostomy & Laryngectomy Appliances"
"2005","09H","NHS Crawley CCG",155,5350,9037.20063,"Dressings","20","Tracheostomy & Laryngectomy Appliances","Tracheostomy & Laryngectomy Appliances
155","2018","Dressings.Tracheostomy & Laryngectomy Appliances"
"2005","09X","NHS Horsham And Mid Sussex CCG",363,16282,24527.24308,"Dressings","20","Tracheostomy & Laryngectomy Appliances","Tracheostomy & Laryngectomy Appliances
363","2018","Dressings.Tracheostomy & Laryngectomy Appliances"
"2007","09G","NHS Coastal West Sussex CCG",17,30500,702.35504,"Dressings","20","Lints","Lints
17","2018","Dressings.Lints"
"2009","09G","NHS Coastal West Sussex CCG",12806,29322,122279.90446,"Dressings","20","Stockinette","Stockinette
12,806","2018","Dressings.Stockinette"
"2009","09H","NHS Crawley CCG",497,1337,5316.50794,"Dressings","20","Stockinette","Stockinette
497","2018","Dressings.Stockinette"
"2009","09X","NHS Horsham And Mid Sussex CCG",810,1660,7203.55338,"Dressings","20","Stockinette","Stockinette
810","2018","Dressings.Stockinette"
"2010","09G","NHS Coastal West Sussex CCG",6983,17169,21739.91524,"Dressings","20","Surgical Adhesive Tape","Surgical Adhesive Tape
6,983","2018","Dressings.Surgical Adhesive Tape"
"2010","09H","NHS Crawley CCG",308,1745,1832.34441,"Dressings","20","Surgical Adhesive Tape","Surgical Adhesive Tape
308","2018","Dressings.Surgical Adhesive Tape"
"2010","09X","NHS Horsham And Mid Sussex CCG",561,1227,2569.23203,"Dressings","20","Surgical Adhesive Tape","Surgical Adhesive Tape
561","2018","Dressings.Surgical Adhesive Tape"
"2011","09G","NHS Coastal West Sussex CCG",1070,2007,2628.50708,"Dressings","20","Surgical Sutures","Surgical Sutures
1,070","2018","Dressings.Surgical Sutures"
"2011","09H","NHS Crawley CCG",260,342,634.72326,"Dressings","20","Surgical Sutures","Surgical Sutures
260","2018","Dressings.Surgical Sutures"
"2011","09X","NHS Horsham And Mid Sussex CCG",654,1250,1898.90976,"Dressings","20","Surgical Sutures","Surgical Sutures
654","2018","Dressings.Surgical Sutures"
"2012","09G","NHS Coastal West Sussex CCG",3703,595255,16435.25284,"Dressings","20","Swabs","Swabs
3,703","2018","Dressings.Swabs"
"2012","09H","NHS Crawley CCG",373,79120,2378.27113,"Dressings","20","Swabs","Swabs
373","2018","Dressings.Swabs"
"2012","09X","NHS Horsham And Mid Sussex CCG",666,121135,2521.82189,"Dressings","20","Swabs","Swabs
666","2018","Dressings.Swabs"
"2014","09G","NHS Coastal West Sussex CCG",882,6693,1478.07298,"Dressings","20","Skin Closure Strips, Sterile","Skin Closure Strips, Sterile
882","2018","Dressings.Skin Closure Strips, Sterile"
"2014","09H","NHS Crawley CCG",21,66,15.18712,"Dressings","20","Skin Closure Strips, Sterile","Skin Closure Strips, Sterile
21","2018","Dressings.Skin Closure Strips, Sterile"
"2014","09X","NHS Horsham And Mid Sussex CCG",169,1194,272.15391,"Dressings","20","Skin Closure Strips, Sterile","Skin Closure Strips, Sterile
169","2018","Dressings.Skin Closure Strips, Sterile"
"2015","09G","NHS Coastal West Sussex CCG",33,67,372.48079,"Dressings","20","Skin Adhesive, Sterile","Skin Adhesive, Sterile
33","2018","Dressings.Skin Adhesive, Sterile"
"2017","09X","NHS Horsham And Mid Sussex CCG",1,1,2.42783,"Dressings","20","Cervical Collar","Cervical Collar
1","2018","Dressings.Cervical Collar"
"2018","09H","NHS Crawley CCG",3,3500,14.32873,"Dressings","20","Cellulose Wadding BP 1988","Cellulose Wadding BP 1988
3","2018","Dressings.Cellulose Wadding BP 1988"
"2020","09G","NHS Coastal West Sussex CCG",139,463,6308.75782,"Dressings","20","Silk Garments","Silk Garments
139","2018","Dressings.Silk Garments"
"2020","09H","NHS Crawley CCG",15,56,264.76582,"Dressings","20","Silk Garments","Silk Garments
15","2018","Dressings.Silk Garments"
"2020","09X","NHS Horsham And Mid Sussex CCG",11,21,565.28609,"Dressings","20","Silk Garments","Silk Garments
11","2018","Dressings.Silk Garments"
"2101","09G","NHS Coastal West Sussex CCG",85452,7648071,636218.22536,"Appliances","21","Other Appliances","Other Appliances
85,452","2018","Appliances.Other Appliances"
"2101","09H","NHS Crawley CCG",21144,2021975,135407.41372,"Appliances","21","Other Appliances","Other Appliances
21,144","2018","Appliances.Other Appliances"
"2101","09X","NHS Horsham And Mid Sussex CCG",29719,2558716,205656.38815,"Appliances","21","Other Appliances","Other Appliances
29,719","2018","Appliances.Other Appliances"
"2102","09G","NHS Coastal West Sussex CCG",12681,45062,1372897.46379,"Appliances","21","Catheters","Catheters
12,681","2018","Appliances.Catheters"
"2102","09H","NHS Crawley CCG",2204,8774,284472.77139,"Appliances","21","Catheters","Catheters
2,204","2018","Appliances.Catheters"
"2102","09X","NHS Horsham And Mid Sussex CCG",5188,17211,586578.91848,"Appliances","21","Catheters","Catheters
5,188","2018","Appliances.Catheters"
"2103","09G","NHS Coastal West Sussex CCG",16,41,79.41459,"Appliances","21","Chiropody Appliances","Chiropody Appliances
16","2018","Appliances.Chiropody Appliances"
"2103","09X","NHS Horsham And Mid Sussex CCG",30,134,204.97719,"Appliances","21","Chiropody Appliances","Chiropody Appliances
30","2018","Appliances.Chiropody Appliances"
"2104","09G","NHS Coastal West Sussex CCG",348,350,3537.4357,"Appliances","21","Contraceptive Devices","Contraceptive Devices
348","2018","Appliances.Contraceptive Devices"
"2104","09H","NHS Crawley CCG",124,124,1302.82429,"Appliances","21","Contraceptive Devices","Contraceptive Devices
124","2018","Appliances.Contraceptive Devices"
"2104","09X","NHS Horsham And Mid Sussex CCG",213,215,2288.83883,"Appliances","21","Contraceptive Devices","Contraceptive Devices
213","2018","Appliances.Contraceptive Devices"
"2106","09G","NHS Coastal West Sussex CCG",34,34,956.50134,"Appliances","21","Trusses","Trusses
34","2018","Appliances.Trusses"
"2106","09H","NHS Crawley CCG",4,4,134.9428,"Appliances","21","Trusses","Trusses
4","2018","Appliances.Trusses"
"2106","09X","NHS Horsham And Mid Sussex CCG",5,5,126.06693,"Appliances","21","Trusses","Trusses
5","2018","Appliances.Trusses"
"2107","09G","NHS Coastal West Sussex CCG",7698,21317,134114.08622,"Appliances","21","Elastic Hosiery","Elastic Hosiery
7,698","2018","Appliances.Elastic Hosiery"
"2107","09H","NHS Crawley CCG",1008,2553,18901.73408,"Appliances","21","Elastic Hosiery","Elastic Hosiery
1,008","2018","Appliances.Elastic Hosiery"
"2107","09X","NHS Horsham And Mid Sussex CCG",2045,5464,33716.21972,"Appliances","21","Elastic Hosiery","Elastic Hosiery
2,045","2018","Appliances.Elastic Hosiery"
"2112","09G","NHS Coastal West Sussex CCG",2919,2928,15946.81856,"Appliances","21","Peak Flow Meters","Peak Flow Meters
2,919","2018","Appliances.Peak Flow Meters"
"2112","09H","NHS Crawley CCG",515,524,3169.5014,"Appliances","21","Peak Flow Meters","Peak Flow Meters
515","2018","Appliances.Peak Flow Meters"
"2112","09X","NHS Horsham And Mid Sussex CCG",1276,1277,7384.90291,"Appliances","21","Peak Flow Meters","Peak Flow Meters
1,276","2018","Appliances.Peak Flow Meters"
"2113","09G","NHS Coastal West Sussex CCG",1299,11194,39279.74472,"Appliances","21","Catheter Maintenance Products","Catheter Maintenance Products
1,299","2018","Appliances.Catheter Maintenance Products"
"2113","09H","NHS Crawley CCG",66,1177,4033.46845,"Appliances","21","Catheter Maintenance Products","Catheter Maintenance Products
66","2018","Appliances.Catheter Maintenance Products"
"2113","09X","NHS Horsham And Mid Sussex CCG",853,7732,26939.72052,"Appliances","21","Catheter Maintenance Products","Catheter Maintenance Products
853","2018","Appliances.Catheter Maintenance Products"
"2114","09G","NHS Coastal West Sussex CCG",3070,184845,10314.54699,"Appliances","21","Lubricant Gels","Lubricant Gels
3,070","2018","Appliances.Lubricant Gels"
"2114","09H","NHS Crawley CCG",664,46496,3011.2841,"Appliances","21","Lubricant Gels","Lubricant Gels
664","2018","Appliances.Lubricant Gels"
"2114","09X","NHS Horsham And Mid Sussex CCG",1143,57448,3947.92712,"Appliances","21","Lubricant Gels","Lubricant Gels
1,143","2018","Appliances.Lubricant Gels"
"2116","09G","NHS Coastal West Sussex CCG",14097,200758,74300.72705,"Appliances","21","Irrigation Solutions","Irrigation Solutions
14,097","2018","Appliances.Irrigation Solutions"
"2116","09H","NHS Crawley CCG",412,9796,4756.53143,"Appliances","21","Irrigation Solutions","Irrigation Solutions
412","2018","Appliances.Irrigation Solutions"
"2116","09X","NHS Horsham And Mid Sussex CCG",598,10412,4251.56501,"Appliances","21","Irrigation Solutions","Irrigation Solutions
598","2018","Appliances.Irrigation Solutions"
"2118","09G","NHS Coastal West Sussex CCG",122,332,10234.81735,"Appliances","21","Vacuum Pumps for Erectile Dysfunction","Vacuum Pumps for Erectile Dysfunction
122","2018","Appliances.Vacuum Pumps for Erectile Dysfunction"
"2118","09H","NHS Crawley CCG",49,100,5090.4913,"Appliances","21","Vacuum Pumps for Erectile Dysfunction","Vacuum Pumps for Erectile Dysfunction
49","2018","Appliances.Vacuum Pumps for Erectile Dysfunction"
"2118","09X","NHS Horsham And Mid Sussex CCG",63,111,6964.35384,"Appliances","21","Vacuum Pumps for Erectile Dysfunction","Vacuum Pumps for Erectile Dysfunction
63","2018","Appliances.Vacuum Pumps for Erectile Dysfunction"
"2119","09G","NHS Coastal West Sussex CCG",188,15301,15826.28816,"Appliances","21","Oral Film Forming Agents","Oral Film Forming Agents
188","2018","Appliances.Oral Film Forming Agents"
"2119","09H","NHS Crawley CCG",36,1276,1877.15695,"Appliances","21","Oral Film Forming Agents","Oral Film Forming Agents
36","2018","Appliances.Oral Film Forming Agents"
"2119","09X","NHS Horsham And Mid Sussex CCG",89,3835,4607.12837,"Appliances","21","Oral Film Forming Agents","Oral Film Forming Agents
89","2018","Appliances.Oral Film Forming Agents"
"2120","09G","NHS Coastal West Sussex CCG",1325,2077,38392.70799,"Appliances","21","Venous Ulcer Compression System","Venous Ulcer Compression System
1,325","2018","Appliances.Venous Ulcer Compression System"
"2120","09H","NHS Crawley CCG",128,172,3206.6514,"Appliances","21","Venous Ulcer Compression System","Venous Ulcer Compression System
128","2018","Appliances.Venous Ulcer Compression System"
"2120","09X","NHS Horsham And Mid Sussex CCG",372,500,9171.11164,"Appliances","21","Venous Ulcer Compression System","Venous Ulcer Compression System
372","2018","Appliances.Venous Ulcer Compression System"
"2121","09G","NHS Coastal West Sussex CCG",3904,313727,34367.19683,"Appliances","21","Dry Mouth Products","Dry Mouth Products
3,904","2018","Appliances.Dry Mouth Products"
"2121","09H","NHS Crawley CCG",725,56295,5302.1837,"Appliances","21","Dry Mouth Products","Dry Mouth Products
725","2018","Appliances.Dry Mouth Products"
"2121","09X","NHS Horsham And Mid Sussex CCG",1210,64599,7740.19937,"Appliances","21","Dry Mouth Products","Dry Mouth Products
1,210","2018","Appliances.Dry Mouth Products"
"2122","09G","NHS Coastal West Sussex CCG",73284,17007041,337809.91633,"Appliances","21","Emollients","Emollients
73,284","2018","Appliances.Emollients"
"2122","09H","NHS Crawley CCG",17569,5849774,89790.94177,"Appliances","21","Emollients","Emollients
17,569","2018","Appliances.Emollients"
"2122","09X","NHS Horsham And Mid Sussex CCG",23492,8346486,116813.49825,"Appliances","21","Emollients","Emollients
23,492","2018","Appliances.Emollients"
"2123","09G","NHS Coastal West Sussex CCG",3300,10231,30045.07651,"Appliances","21","Vaginal Moisturisers","Vaginal Moisturisers
3,300","2018","Appliances.Vaginal Moisturisers"
"2123","09H","NHS Crawley CCG",215,595,2087.16331,"Appliances","21","Vaginal Moisturisers","Vaginal Moisturisers
215","2018","Appliances.Vaginal Moisturisers"
"2123","09X","NHS Horsham And Mid Sussex CCG",291,862,2682.10213,"Appliances","21","Vaginal Moisturisers","Vaginal Moisturisers
291","2018","Appliances.Vaginal Moisturisers"
"2124","09G","NHS Coastal West Sussex CCG",1109,1714,3579.94484,"Appliances","21","Nasal Products","Nasal Products
1,109","2018","Appliances.Nasal Products"
"2124","09H","NHS Crawley CCG",739,988,1600.49217,"Appliances","21","Nasal Products","Nasal Products
739","2018","Appliances.Nasal Products"
"2124","09X","NHS Horsham And Mid Sussex CCG",458,735,1508.73033,"Appliances","21","Nasal Products","Nasal Products
458","2018","Appliances.Nasal Products"
"2125","09G","NHS Coastal West Sussex CCG",22,25,702.0955,"Appliances","21","Vaginal Dilators","Vaginal Dilators
22","2018","Appliances.Vaginal Dilators"
"2125","09H","NHS Crawley CCG",1,1,15.30843,"Appliances","21","Vaginal Dilators","Vaginal Dilators
1","2018","Appliances.Vaginal Dilators"
"2125","09X","NHS Horsham And Mid Sussex CCG",14,14,315.79533,"Appliances","21","Vaginal Dilators","Vaginal Dilators
14","2018","Appliances.Vaginal Dilators"
"2127","09G","NHS Coastal West Sussex CCG",2862,6486,182981.05632,"Appliances","21","Lymphoedema Garments","Lymphoedema Garments
2,862","2018","Appliances.Lymphoedema Garments"
"2127","09H","NHS Crawley CCG",101,236,5122.41151,"Appliances","21","Lymphoedema Garments","Lymphoedema Garments
101","2018","Appliances.Lymphoedema Garments"
"2127","09X","NHS Horsham And Mid Sussex CCG",437,1075,26065.79248,"Appliances","21","Lymphoedema Garments","Lymphoedema Garments
437","2018","Appliances.Lymphoedema Garments"
"2128","09G","NHS Coastal West Sussex CCG",915,1775,150920.85701,"Appliances","21","Anal Irrigation System","Anal Irrigation System
915","2018","Appliances.Anal Irrigation System"
"2128","09H","NHS Crawley CCG",255,546,39493.35895,"Appliances","21","Anal Irrigation System","Anal Irrigation System
255","2018","Appliances.Anal Irrigation System"
"2128","09X","NHS Horsham And Mid Sussex CCG",569,1041,99045.6458,"Appliances","21","Anal Irrigation System","Anal Irrigation System
569","2018","Appliances.Anal Irrigation System"
"2129","09G","NHS Coastal West Sussex CCG",243,405,7186.61292,"Appliances","21","Plantar Pressure Offloading Device","Plantar Pressure Offloading Device
243","2018","Appliances.Plantar Pressure Offloading Device"
"2129","09H","NHS Crawley CCG",10,14,232.84675,"Appliances","21","Plantar Pressure Offloading Device","Plantar Pressure Offloading Device
10","2018","Appliances.Plantar Pressure Offloading Device"
"2129","09X","NHS Horsham And Mid Sussex CCG",62,122,1621.395,"Appliances","21","Plantar Pressure Offloading Device","Plantar Pressure Offloading Device
62","2018","Appliances.Plantar Pressure Offloading Device"
"2130","09G","NHS Coastal West Sussex CCG",34449,278220,271904.10731,"Appliances","21","Eye Products","Eye Products
34,449","2018","Appliances.Eye Products"
"2130","09H","NHS Crawley CCG",7344,64572,52794.11365,"Appliances","21","Eye Products","Eye Products
7,344","2018","Appliances.Eye Products"
"2130","09X","NHS Horsham And Mid Sussex CCG",16920,140205,148092.01926,"Appliances","21","Eye Products","Eye Products
16,920","2018","Appliances.Eye Products"
"2131","09G","NHS Coastal West Sussex CCG",1,60,278.0761,"Appliances","21","Cycloidal Vibration Accessories","Cycloidal Vibration Accessories
1","2018","Appliances.Cycloidal Vibration Accessories"
"2132","09G","NHS Coastal West Sussex CCG",360,23919,11745.03672,"Appliances","21","Inhalation Solutions","Inhalation Solutions
360","2018","Appliances.Inhalation Solutions"
"2132","09H","NHS Crawley CCG",58,2347,1194.48121,"Appliances","21","Inhalation Solutions","Inhalation Solutions
58","2018","Appliances.Inhalation Solutions"
"2132","09X","NHS Horsham And Mid Sussex CCG",159,9551,4617.94493,"Appliances","21","Inhalation Solutions","Inhalation Solutions
159","2018","Appliances.Inhalation Solutions"
"2133","09G","NHS Coastal West Sussex CCG",65,549,12058.11384,"Appliances","21","Indwelling Pleural Cath Drain System","Indwelling Pleural Cath Drain System
65","2018","Appliances.Indwelling Pleural Cath Drain System"
"2133","09H","NHS Crawley CCG",5,50,1180.0885,"Appliances","21","Indwelling Pleural Cath Drain System","Indwelling Pleural Cath Drain System
5","2018","Appliances.Indwelling Pleural Cath Drain System"
"2133","09X","NHS Horsham And Mid Sussex CCG",51,390,8295.31403,"Appliances","21","Indwelling Pleural Cath Drain System","Indwelling Pleural Cath Drain System
51","2018","Appliances.Indwelling Pleural Cath Drain System"
"2134","09G","NHS Coastal West Sussex CCG",64,488,374.14893,"Appliances","21","Vaginal PH Correction Products","Vaginal PH Correction Products
64","2018","Appliances.Vaginal PH Correction Products"
"2134","09H","NHS Crawley CCG",15,322,224.2181,"Appliances","21","Vaginal PH Correction Products","Vaginal PH Correction Products
15","2018","Appliances.Vaginal PH Correction Products"
"2134","09X","NHS Horsham And Mid Sussex CCG",13,126,87.80566,"Appliances","21","Vaginal PH Correction Products","Vaginal PH Correction Products
13","2018","Appliances.Vaginal PH Correction Products"
"2136","09G","NHS Coastal West Sussex CCG",88,1748,2448.53357,"Appliances","21","Adhesive Dressing Remover Ster Silicone","Adhesive Dressing Remover Ster Silicone
88","2018","Appliances.Adhesive Dressing Remover Ster Silicone"
"2136","09H","NHS Crawley CCG",41,956,964.41226,"Appliances","21","Adhesive Dressing Remover Ster Silicone","Adhesive Dressing Remover Ster Silicone
41","2018","Appliances.Adhesive Dressing Remover Ster Silicone"
