"date","Month_Year","Year","BNF_Section","BNF_Section_Code","items","actual_cost","BNF_Chapter","BNF_Chapter_Code","Area"
2019-03-01,"March-2019",2019,"Incontinence Sheaths","2230",25,1501.85,"Incontinence Appliances","22","NHS Crawley CCG"
2018-05-01,"May-2018",2018,"Incontinence Sheath Fixing Strips & Adh","2240",1,5.88,"Incontinence Appliances","22","NHS Crawley CCG"
2018-06-01,"June-2018",2018,"Incontinence Sheath Fixing Strips & Adh","2240",2,21.25,"Incontinence Appliances","22","NHS Crawley CCG"
2018-07-01,"July-2018",2018,"Incontinence Sheath Fixing Strips & Adh","2240",1,18.58,"Incontinence Appliances","22","NHS Crawley CCG"
2018-08-01,"August-2018",2018,"Incontinence Sheath Fixing Strips & Adh","2240",3,30.56,"Incontinence Appliances","22","NHS Crawley CCG"
2018-09-01,"September-2018",2018,"Incontinence Sheath Fixing Strips & Adh","2240",2,18.58,"Incontinence Appliances","22","NHS Crawley CCG"
2018-10-01,"October-2018",2018,"Incontinence Sheath Fixing Strips & Adh","2240",2,18.58,"Incontinence Appliances","22","NHS Crawley CCG"
2018-11-01,"November-2018",2018,"Incontinence Sheath Fixing Strips & Adh","2240",2,15.17,"Incontinence Appliances","22","NHS Crawley CCG"
2018-12-01,"December-2018",2018,"Incontinence Sheath Fixing Strips & Adh","2240",1,18.58,"Incontinence Appliances","22","NHS Crawley CCG"
2019-03-01,"March-2019",2019,"Incontinence Sheath Fixing Strips & Adh","2240",1,9.37,"Incontinence Appliances","22","NHS Crawley CCG"
2018-04-01,"April-2018",2018,"Leg Bags","2250",89,2627.07,"Incontinence Appliances","22","NHS Crawley CCG"
2018-05-01,"May-2018",2018,"Leg Bags","2250",89,2751.51,"Incontinence Appliances","22","NHS Crawley CCG"
2018-06-01,"June-2018",2018,"Leg Bags","2250",100,3220.37,"Incontinence Appliances","22","NHS Crawley CCG"
2018-07-01,"July-2018",2018,"Leg Bags","2250",120,3767.76,"Incontinence Appliances","22","NHS Crawley CCG"
2018-08-01,"August-2018",2018,"Leg Bags","2250",92,2875.03,"Incontinence Appliances","22","NHS Crawley CCG"
2018-09-01,"September-2018",2018,"Leg Bags","2250",112,3286.01,"Incontinence Appliances","22","NHS Crawley CCG"
2018-10-01,"October-2018",2018,"Leg Bags","2250",86,2872.1,"Incontinence Appliances","22","NHS Crawley CCG"
2018-11-01,"November-2018",2018,"Leg Bags","2250",90,2590.35,"Incontinence Appliances","22","NHS Crawley CCG"
2018-12-01,"December-2018",2018,"Leg Bags","2250",94,3158.93,"Incontinence Appliances","22","NHS Crawley CCG"
2019-01-01,"January-2019",2019,"Leg Bags","2250",94,2942.91,"Incontinence Appliances","22","NHS Crawley CCG"
2019-02-01,"February-2019",2019,"Leg Bags","2250",63,2191.55,"Incontinence Appliances","22","NHS Crawley CCG"
2019-03-01,"March-2019",2019,"Leg Bags","2250",120,3528.07,"Incontinence Appliances","22","NHS Crawley CCG"
2018-04-01,"April-2018",2018,"Night Drainage Bags","2260",122,1710.24,"Incontinence Appliances","22","NHS Crawley CCG"
2018-05-01,"May-2018",2018,"Night Drainage Bags","2260",140,1837.06,"Incontinence Appliances","22","NHS Crawley CCG"
2018-06-01,"June-2018",2018,"Night Drainage Bags","2260",147,2153.72,"Incontinence Appliances","22","NHS Crawley CCG"
2018-07-01,"July-2018",2018,"Night Drainage Bags","2260",139,1814.41,"Incontinence Appliances","22","NHS Crawley CCG"
2018-08-01,"August-2018",2018,"Night Drainage Bags","2260",151,2217.68,"Incontinence Appliances","22","NHS Crawley CCG"
2018-09-01,"September-2018",2018,"Night Drainage Bags","2260",154,2334.16,"Incontinence Appliances","22","NHS Crawley CCG"
2018-10-01,"October-2018",2018,"Night Drainage Bags","2260",139,2017.11,"Incontinence Appliances","22","NHS Crawley CCG"
2018-11-01,"November-2018",2018,"Night Drainage Bags","2260",146,1986.56,"Incontinence Appliances","22","NHS Crawley CCG"
2018-12-01,"December-2018",2018,"Night Drainage Bags","2260",129,2085.84,"Incontinence Appliances","22","NHS Crawley CCG"
2019-01-01,"January-2019",2019,"Night Drainage Bags","2260",143,1952.39,"Incontinence Appliances","22","NHS Crawley CCG"
2019-02-01,"February-2019",2019,"Night Drainage Bags","2260",115,1947.67,"Incontinence Appliances","22","NHS Crawley CCG"
2019-03-01,"March-2019",2019,"Night Drainage Bags","2260",164,2499.24,"Incontinence Appliances","22","NHS Crawley CCG"
2018-05-01,"May-2018",2018,"Suspensory Systems","2270",2,79.46,"Incontinence Appliances","22","NHS Crawley CCG"
2018-10-01,"October-2018",2018,"Suspensory Systems","2270",2,74.17,"Incontinence Appliances","22","NHS Crawley CCG"
2018-12-01,"December-2018",2018,"Suspensory Systems","2270",1,40.02,"Incontinence Appliances","22","NHS Crawley CCG"
2018-04-01,"April-2018",2018,"Tubing And Accessories","2280",49,619.96,"Incontinence Appliances","22","NHS Crawley CCG"
2018-05-01,"May-2018",2018,"Tubing And Accessories","2280",40,526.06,"Incontinence Appliances","22","NHS Crawley CCG"
2018-06-01,"June-2018",2018,"Tubing And Accessories","2280",39,563.28,"Incontinence Appliances","22","NHS Crawley CCG"
2018-07-01,"July-2018",2018,"Tubing And Accessories","2280",52,663.31,"Incontinence Appliances","22","NHS Crawley CCG"
2018-08-01,"August-2018",2018,"Tubing And Accessories","2280",47,663.75,"Incontinence Appliances","22","NHS Crawley CCG"
2018-09-01,"September-2018",2018,"Tubing And Accessories","2280",41,521.3,"Incontinence Appliances","22","NHS Crawley CCG"
2018-10-01,"October-2018",2018,"Tubing And Accessories","2280",48,634.26,"Incontinence Appliances","22","NHS Crawley CCG"
2018-11-01,"November-2018",2018,"Tubing And Accessories","2280",60,890.61,"Incontinence Appliances","22","NHS Crawley CCG"
2018-12-01,"December-2018",2018,"Tubing And Accessories","2280",38,556.53,"Incontinence Appliances","22","NHS Crawley CCG"
2019-01-01,"January-2019",2019,"Tubing And Accessories","2280",48,725.7,"Incontinence Appliances","22","NHS Crawley CCG"
2019-02-01,"February-2019",2019,"Tubing And Accessories","2280",37,499.98,"Incontinence Appliances","22","NHS Crawley CCG"
2019-03-01,"March-2019",2019,"Tubing And Accessories","2280",64,897.09,"Incontinence Appliances","22","NHS Crawley CCG"
2018-04-01,"April-2018",2018,"Insert For Female Stress Incont","2285",1,23.64,"Incontinence Appliances","22","NHS Crawley CCG"
2018-07-01,"July-2018",2018,"Insert For Female Stress Incont","2285",1,23.84,"Incontinence Appliances","22","NHS Crawley CCG"
2018-11-01,"November-2018",2018,"Insert For Female Stress Incont","2285",1,43.83,"Incontinence Appliances","22","NHS Crawley CCG"
2019-03-01,"March-2019",2019,"Insert For Female Stress Incont","2285",2,47.72,"Incontinence Appliances","22","NHS Crawley CCG"
2018-07-01,"July-2018",2018,"Urinal Systems","2290",1,374.35,"Incontinence Appliances","22","NHS Crawley CCG"
2018-09-01,"September-2018",2018,"Urinal Systems","2290",2,28.05,"Incontinence Appliances","22","NHS Crawley CCG"
2018-11-01,"November-2018",2018,"Urinal Systems","2290",1,27.23,"Incontinence Appliances","22","NHS Crawley CCG"
2018-12-01,"December-2018",2018,"Urinal Systems","2290",2,28.06,"Incontinence Appliances","22","NHS Crawley CCG"
2019-02-01,"February-2019",2019,"Urinal Systems","2290",1,44.04,"Incontinence Appliances","22","NHS Crawley CCG"
2019-03-01,"March-2019",2019,"Urinal Systems","2290",4,704.24,"Incontinence Appliances","22","NHS Crawley CCG"
2018-04-01,"April-2018",2018,"Adhesive Discs/Rings/Pads/Plasters","2305",47,1811.06,"Stoma Appliances","23","NHS Crawley CCG"
2018-05-01,"May-2018",2018,"Adhesive Discs/Rings/Pads/Plasters","2305",38,1886.54,"Stoma Appliances","23","NHS Crawley CCG"
2018-06-01,"June-2018",2018,"Adhesive Discs/Rings/Pads/Plasters","2305",40,2005.26,"Stoma Appliances","23","NHS Crawley CCG"
2018-07-01,"July-2018",2018,"Adhesive Discs/Rings/Pads/Plasters","2305",46,1936.8,"Stoma Appliances","23","NHS Crawley CCG"
2018-08-01,"August-2018",2018,"Adhesive Discs/Rings/Pads/Plasters","2305",43,2100.81,"Stoma Appliances","23","NHS Crawley CCG"
2018-09-01,"September-2018",2018,"Adhesive Discs/Rings/Pads/Plasters","2305",38,1469.45,"Stoma Appliances","23","NHS Crawley CCG"
2018-10-01,"October-2018",2018,"Adhesive Discs/Rings/Pads/Plasters","2305",30,1271.11,"Stoma Appliances","23","NHS Crawley CCG"
2018-11-01,"November-2018",2018,"Adhesive Discs/Rings/Pads/Plasters","2305",46,1613.71,"Stoma Appliances","23","NHS Crawley CCG"
2018-12-01,"December-2018",2018,"Adhesive Discs/Rings/Pads/Plasters","2305",42,1553.38,"Stoma Appliances","23","NHS Crawley CCG"
2019-01-01,"January-2019",2019,"Adhesive Discs/Rings/Pads/Plasters","2305",35,1406.16,"Stoma Appliances","23","NHS Crawley CCG"
2019-02-01,"February-2019",2019,"Adhesive Discs/Rings/Pads/Plasters","2305",29,1362.53,"Stoma Appliances","23","NHS Crawley CCG"
2019-03-01,"March-2019",2019,"Adhesive Discs/Rings/Pads/Plasters","2305",37,1663.74,"Stoma Appliances","23","NHS Crawley CCG"
2018-04-01,"April-2018",2018,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",128,2998.65,"Stoma Appliances","23","NHS Crawley CCG"
2018-05-01,"May-2018",2018,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",149,3730.05,"Stoma Appliances","23","NHS Crawley CCG"
2018-06-01,"June-2018",2018,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",136,3205.42,"Stoma Appliances","23","NHS Crawley CCG"
2018-07-01,"July-2018",2018,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",143,3382.16,"Stoma Appliances","23","NHS Crawley CCG"
2018-08-01,"August-2018",2018,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",153,4066.35,"Stoma Appliances","23","NHS Crawley CCG"
2018-09-01,"September-2018",2018,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",127,3590.12,"Stoma Appliances","23","NHS Crawley CCG"
2018-10-01,"October-2018",2018,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",143,3720.82,"Stoma Appliances","23","NHS Crawley CCG"
2018-11-01,"November-2018",2018,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",139,3686.26,"Stoma Appliances","23","NHS Crawley CCG"
2018-12-01,"December-2018",2018,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",139,3489.67,"Stoma Appliances","23","NHS Crawley CCG"
2019-01-01,"January-2019",2019,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",143,3808.48,"Stoma Appliances","23","NHS Crawley CCG"
2019-02-01,"February-2019",2019,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",132,3410.44,"Stoma Appliances","23","NHS Crawley CCG"
2019-03-01,"March-2019",2019,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",150,3996.48,"Stoma Appliances","23","NHS Crawley CCG"
2018-04-01,"April-2018",2018,"Bag Covers","2325",2,78.71,"Stoma Appliances","23","NHS Crawley CCG"
2018-05-01,"May-2018",2018,"Bag Covers","2325",3,64.97,"Stoma Appliances","23","NHS Crawley CCG"
2018-06-01,"June-2018",2018,"Bag Covers","2325",2,50.1,"Stoma Appliances","23","NHS Crawley CCG"
2018-07-01,"July-2018",2018,"Bag Covers","2325",4,124.07,"Stoma Appliances","23","NHS Crawley CCG"
2018-08-01,"August-2018",2018,"Bag Covers","2325",4,86.71,"Stoma Appliances","23","NHS Crawley CCG"
2018-09-01,"September-2018",2018,"Bag Covers","2325",1,28.86,"Stoma Appliances","23","NHS Crawley CCG"
2018-10-01,"October-2018",2018,"Bag Covers","2325",2,50.12,"Stoma Appliances","23","NHS Crawley CCG"
2019-02-01,"February-2019",2019,"Bag Covers","2325",2,15.34,"Stoma Appliances","23","NHS Crawley CCG"
2019-03-01,"March-2019",2019,"Bag Covers","2325",2,15.34,"Stoma Appliances","23","NHS Crawley CCG"
2018-04-01,"April-2018",2018,"Belts","2330",11,690.57,"Stoma Appliances","23","NHS Crawley CCG"
2018-05-01,"May-2018",2018,"Belts","2330",8,431.11,"Stoma Appliances","23","NHS Crawley CCG"
2018-06-01,"June-2018",2018,"Belts","2330",21,736.82,"Stoma Appliances","23","NHS Crawley CCG"
2018-07-01,"July-2018",2018,"Belts","2330",14,536.09,"Stoma Appliances","23","NHS Crawley CCG"
2018-08-01,"August-2018",2018,"Belts","2330",22,570.31,"Stoma Appliances","23","NHS Crawley CCG"
2018-09-01,"September-2018",2018,"Belts","2330",7,218.56,"Stoma Appliances","23","NHS Crawley CCG"
2018-10-01,"October-2018",2018,"Belts","2330",9,590.99,"Stoma Appliances","23","NHS Crawley CCG"
2018-11-01,"November-2018",2018,"Belts","2330",6,295.7,"Stoma Appliances","23","NHS Crawley CCG"
2018-12-01,"December-2018",2018,"Belts","2330",7,277.15,"Stoma Appliances","23","NHS Crawley CCG"
2019-01-01,"January-2019",2019,"Belts","2330",11,361.85,"Stoma Appliances","23","NHS Crawley CCG"
2019-02-01,"February-2019",2019,"Belts","2330",5,229.19,"Stoma Appliances","23","NHS Crawley CCG"
2019-03-01,"March-2019",2019,"Belts","2330",9,496.05,"Stoma Appliances","23","NHS Crawley CCG"
2018-04-01,"April-2018",2018,"Colostomy Bags","2335",42,9142.11,"Stoma Appliances","23","NHS Crawley CCG"
2018-05-01,"May-2018",2018,"Colostomy Bags","2335",35,6753.02,"Stoma Appliances","23","NHS Crawley CCG"
2018-06-01,"June-2018",2018,"Colostomy Bags","2335",29,6571.43,"Stoma Appliances","23","NHS Crawley CCG"
2018-07-01,"July-2018",2018,"Colostomy Bags","2335",38,8368.7,"Stoma Appliances","23","NHS Crawley CCG"
2018-08-01,"August-2018",2018,"Colostomy Bags","2335",32,5821.34,"Stoma Appliances","23","NHS Crawley CCG"
2018-09-01,"September-2018",2018,"Colostomy Bags","2335",35,8164.72,"Stoma Appliances","23","NHS Crawley CCG"
2018-10-01,"October-2018",2018,"Colostomy Bags","2335",29,5997,"Stoma Appliances","23","NHS Crawley CCG"
2018-11-01,"November-2018",2018,"Colostomy Bags","2335",36,8296.97,"Stoma Appliances","23","NHS Crawley CCG"
2018-12-01,"December-2018",2018,"Colostomy Bags","2335",24,6087.3,"Stoma Appliances","23","NHS Crawley CCG"
2019-01-01,"January-2019",2019,"Colostomy Bags","2335",45,11427.55,"Stoma Appliances","23","NHS Crawley CCG"
2019-02-01,"February-2019",2019,"Colostomy Bags","2335",22,4274.34,"Stoma Appliances","23","NHS Crawley CCG"
2019-03-01,"March-2019",2019,"Colostomy Bags","2335",38,8721.71,"Stoma Appliances","23","NHS Crawley CCG"
2018-04-01,"April-2018",2018,"Deodorants","2345",13,200.76,"Stoma Appliances","23","NHS Crawley CCG"
2018-05-01,"May-2018",2018,"Deodorants","2345",16,148.79,"Stoma Appliances","23","NHS Crawley CCG"
2018-06-01,"June-2018",2018,"Deodorants","2345",22,258.7,"Stoma Appliances","23","NHS Crawley CCG"
2018-07-01,"July-2018",2018,"Deodorants","2345",14,137.46,"Stoma Appliances","23","NHS Crawley CCG"
2018-08-01,"August-2018",2018,"Deodorants","2345",28,313.47,"Stoma Appliances","23","NHS Crawley CCG"
2018-09-01,"September-2018",2018,"Deodorants","2345",14,114.45,"Stoma Appliances","23","NHS Crawley CCG"
2018-10-01,"October-2018",2018,"Deodorants","2345",15,196.89,"Stoma Appliances","23","NHS Crawley CCG"
2018-11-01,"November-2018",2018,"Deodorants","2345",16,156.44,"Stoma Appliances","23","NHS Crawley CCG"
2018-12-01,"December-2018",2018,"Deodorants","2345",14,169.67,"Stoma Appliances","23","NHS Crawley CCG"
2019-01-01,"January-2019",2019,"Deodorants","2345",19,260.22,"Stoma Appliances","23","NHS Crawley CCG"
2019-02-01,"February-2019",2019,"Deodorants","2345",12,138.89,"Stoma Appliances","23","NHS Crawley CCG"
2019-03-01,"March-2019",2019,"Deodorants","2345",14,103.91,"Stoma Appliances","23","NHS Crawley CCG"
2018-04-01,"April-2018",2018,"Discharge Solidifying Agents","2346",3,150.81,"Stoma Appliances","23","NHS Crawley CCG"
2018-05-01,"May-2018",2018,"Discharge Solidifying Agents","2346",7,171.39,"Stoma Appliances","23","NHS Crawley CCG"
2018-06-01,"June-2018",2018,"Discharge Solidifying Agents","2346",5,308.36,"Stoma Appliances","23","NHS Crawley CCG"
2018-07-01,"July-2018",2018,"Discharge Solidifying Agents","2346",4,232.94,"Stoma Appliances","23","NHS Crawley CCG"
2018-08-01,"August-2018",2018,"Discharge Solidifying Agents","2346",8,323.31,"Stoma Appliances","23","NHS Crawley CCG"
2018-09-01,"September-2018",2018,"Discharge Solidifying Agents","2346",4,351.62,"Stoma Appliances","23","NHS Crawley CCG"
2018-10-01,"October-2018",2018,"Discharge Solidifying Agents","2346",2,185.26,"Stoma Appliances","23","NHS Crawley CCG"
2018-11-01,"November-2018",2018,"Discharge Solidifying Agents","2346",12,510.02,"Stoma Appliances","23","NHS Crawley CCG"
2018-12-01,"December-2018",2018,"Discharge Solidifying Agents","2346",5,231.2,"Stoma Appliances","23","NHS Crawley CCG"
2019-01-01,"January-2019",2019,"Discharge Solidifying Agents","2346",5,131.74,"Stoma Appliances","23","NHS Crawley CCG"
2019-02-01,"February-2019",2019,"Discharge Solidifying Agents","2346",5,184.23,"Stoma Appliances","23","NHS Crawley CCG"
2018-05-01,"May-2018",2018,"Filters/Bridges","2350",1,30.7,"Stoma Appliances","23","NHS Crawley CCG"
2018-09-01,"September-2018",2018,"Filters/Bridges","2350",1,30.69,"Stoma Appliances","23","NHS Crawley CCG"
2019-03-01,"March-2019",2019,"Filters/Bridges","2350",1,46.49,"Stoma Appliances","23","NHS Crawley CCG"
2018-04-01,"April-2018",2018,"Ileostomy Bags","2360",110,15716.41,"Stoma Appliances","23","NHS Crawley CCG"
2018-05-01,"May-2018",2018,"Ileostomy Bags","2360",96,14682.2,"Stoma Appliances","23","NHS Crawley CCG"
2018-06-01,"June-2018",2018,"Ileostomy Bags","2360",86,13308.92,"Stoma Appliances","23","NHS Crawley CCG"
2018-07-01,"July-2018",2018,"Ileostomy Bags","2360",86,12978.99,"Stoma Appliances","23","NHS Crawley CCG"
2018-08-01,"August-2018",2018,"Ileostomy Bags","2360",98,15107.45,"Stoma Appliances","23","NHS Crawley CCG"
2018-09-01,"September-2018",2018,"Ileostomy Bags","2360",76,10559.92,"Stoma Appliances","23","NHS Crawley CCG"
2018-10-01,"October-2018",2018,"Ileostomy Bags","2360",89,13587.51,"Stoma Appliances","23","NHS Crawley CCG"
2018-11-01,"November-2018",2018,"Ileostomy Bags","2360",87,13521.75,"Stoma Appliances","23","NHS Crawley CCG"
2018-12-01,"December-2018",2018,"Ileostomy Bags","2360",94,13341.71,"Stoma Appliances","23","NHS Crawley CCG"
2019-01-01,"January-2019",2019,"Ileostomy Bags","2360",87,12516.39,"Stoma Appliances","23","NHS Crawley CCG"
2019-02-01,"February-2019",2019,"Ileostomy Bags","2360",83,13681.76,"Stoma Appliances","23","NHS Crawley CCG"
2019-03-01,"March-2019",2019,"Ileostomy Bags","2360",96,14481.88,"Stoma Appliances","23","NHS Crawley CCG"
2018-04-01,"April-2018",2018,"Irrigation Washout Appliances","2370",3,84.15,"Stoma Appliances","23","NHS Crawley CCG"
2018-05-01,"May-2018",2018,"Irrigation Washout Appliances","2370",3,57.78,"Stoma Appliances","23","NHS Crawley CCG"
2018-06-01,"June-2018",2018,"Irrigation Washout Appliances","2370",4,138.55,"Stoma Appliances","23","NHS Crawley CCG"
2018-07-01,"July-2018",2018,"Irrigation Washout Appliances","2370",5,119.87,"Stoma Appliances","23","NHS Crawley CCG"
2018-08-01,"August-2018",2018,"Irrigation Washout Appliances","2370",4,160.56,"Stoma Appliances","23","NHS Crawley CCG"
2018-09-01,"September-2018",2018,"Irrigation Washout Appliances","2370",1,13.68,"Stoma Appliances","23","NHS Crawley CCG"
2018-10-01,"October-2018",2018,"Irrigation Washout Appliances","2370",5,73.97,"Stoma Appliances","23","NHS Crawley CCG"
2018-11-01,"November-2018",2018,"Irrigation Washout Appliances","2370",4,193.01,"Stoma Appliances","23","NHS Crawley CCG"
2018-12-01,"December-2018",2018,"Irrigation Washout Appliances","2370",5,76.54,"Stoma Appliances","23","NHS Crawley CCG"
2019-01-01,"January-2019",2019,"Irrigation Washout Appliances","2370",3,58.26,"Stoma Appliances","23","NHS Crawley CCG"
2019-02-01,"February-2019",2019,"Irrigation Washout Appliances","2370",7,228.14,"Stoma Appliances","23","NHS Crawley CCG"
2019-03-01,"March-2019",2019,"Irrigation Washout Appliances","2370",4,172.7,"Stoma Appliances","23","NHS Crawley CCG"
2018-05-01,"May-2018",2018,"Pressure Plates/Shields","2375",1,6.72,"Stoma Appliances","23","NHS Crawley CCG"
2018-06-01,"June-2018",2018,"Pressure Plates/Shields","2375",1,7.47,"Stoma Appliances","23","NHS Crawley CCG"
2018-07-01,"July-2018",2018,"Pressure Plates/Shields","2375",1,33.56,"Stoma Appliances","23","NHS Crawley CCG"
2018-09-01,"September-2018",2018,"Pressure Plates/Shields","2375",1,14.94,"Stoma Appliances","23","NHS Crawley CCG"
2018-11-01,"November-2018",2018,"Pressure Plates/Shields","2375",1,6.72,"Stoma Appliances","23","NHS Crawley CCG"
2019-01-01,"January-2019",2019,"Pressure Plates/Shields","2375",1,7.56,"Stoma Appliances","23","NHS Crawley CCG"
2018-04-01,"April-2018",2018,"Skin Fillers And Protectives","2380",515,6340.95,"Stoma Appliances","23","NHS Crawley CCG"
2018-05-01,"May-2018",2018,"Skin Fillers And Protectives","2380",561,7011.71,"Stoma Appliances","23","NHS Crawley CCG"
2018-06-01,"June-2018",2018,"Skin Fillers And Protectives","2380",549,7156.87,"Stoma Appliances","23","NHS Crawley CCG"
2018-07-01,"July-2018",2018,"Skin Fillers And Protectives","2380",610,7153.24,"Stoma Appliances","23","NHS Crawley CCG"
2018-08-01,"August-2018",2018,"Skin Fillers And Protectives","2380",591,7497.05,"Stoma Appliances","23","NHS Crawley CCG"
2018-09-01,"September-2018",2018,"Skin Fillers And Protectives","2380",580,7221.65,"Stoma Appliances","23","NHS Crawley CCG"
2018-10-01,"October-2018",2018,"Skin Fillers And Protectives","2380",557,6687.6,"Stoma Appliances","23","NHS Crawley CCG"
2018-11-01,"November-2018",2018,"Skin Fillers And Protectives","2380",549,7771.53,"Stoma Appliances","23","NHS Crawley CCG"
2018-12-01,"December-2018",2018,"Skin Fillers And Protectives","2380",550,7407.53,"Stoma Appliances","23","NHS Crawley CCG"
2019-01-01,"January-2019",2019,"Skin Fillers And Protectives","2380",717,10657.29,"Stoma Appliances","23","NHS Crawley CCG"
2019-02-01,"February-2019",2019,"Skin Fillers And Protectives","2380",509,6692.28,"Stoma Appliances","23","NHS Crawley CCG"
2019-03-01,"March-2019",2019,"Skin Fillers And Protectives","2380",559,8401.13,"Stoma Appliances","23","NHS Crawley CCG"
2018-04-01,"April-2018",2018,"Skin Protectors","2385",15,1198.02,"Stoma Appliances","23","NHS Crawley CCG"
2018-05-01,"May-2018",2018,"Skin Protectors","2385",18,1797.33,"Stoma Appliances","23","NHS Crawley CCG"
2018-06-01,"June-2018",2018,"Skin Protectors","2385",21,1613.05,"Stoma Appliances","23","NHS Crawley CCG"
2018-07-01,"July-2018",2018,"Skin Protectors","2385",16,1441.5,"Stoma Appliances","23","NHS Crawley CCG"
2018-08-01,"August-2018",2018,"Skin Protectors","2385",26,2087.01,"Stoma Appliances","23","NHS Crawley CCG"
2018-09-01,"September-2018",2018,"Skin Protectors","2385",15,1874.9,"Stoma Appliances","23","NHS Crawley CCG"
2018-10-01,"October-2018",2018,"Skin Protectors","2385",24,1877.07,"Stoma Appliances","23","NHS Crawley CCG"
2018-11-01,"November-2018",2018,"Skin Protectors","2385",16,1625.12,"Stoma Appliances","23","NHS Crawley CCG"
2018-12-01,"December-2018",2018,"Skin Protectors","2385",16,1389.46,"Stoma Appliances","23","NHS Crawley CCG"
2019-01-01,"January-2019",2019,"Skin Protectors","2385",19,1673.08,"Stoma Appliances","23","NHS Crawley CCG"
2019-02-01,"February-2019",2019,"Skin Protectors","2385",28,2804.21,"Stoma Appliances","23","NHS Crawley CCG"
2019-03-01,"March-2019",2019,"Skin Protectors","2385",29,2627.16,"Stoma Appliances","23","NHS Crawley CCG"
2018-04-01,"April-2018",2018,"Stoma Caps/Dressings","2390",2,75.02,"Stoma Appliances","23","NHS Crawley CCG"
2018-05-01,"May-2018",2018,"Stoma Caps/Dressings","2390",2,112.62,"Stoma Appliances","23","NHS Crawley CCG"
2018-06-01,"June-2018",2018,"Stoma Caps/Dressings","2390",3,150.12,"Stoma Appliances","23","NHS Crawley CCG"
2018-08-01,"August-2018",2018,"Stoma Caps/Dressings","2390",6,338.38,"Stoma Appliances","23","NHS Crawley CCG"
2018-09-01,"September-2018",2018,"Stoma Caps/Dressings","2390",2,187.9,"Stoma Appliances","23","NHS Crawley CCG"
2018-10-01,"October-2018",2018,"Stoma Caps/Dressings","2390",2,150.15,"Stoma Appliances","23","NHS Crawley CCG"
2018-11-01,"November-2018",2018,"Stoma Caps/Dressings","2390",5,337.74,"Stoma Appliances","23","NHS Crawley CCG"
2019-01-01,"January-2019",2019,"Stoma Caps/Dressings","2390",2,75.08,"Stoma Appliances","23","NHS Crawley CCG"
2019-02-01,"February-2019",2019,"Stoma Caps/Dressings","2390",4,303.21,"Stoma Appliances","23","NHS Crawley CCG"
2019-03-01,"March-2019",2019,"Stoma Caps/Dressings","2390",2,75.78,"Stoma Appliances","23","NHS Crawley CCG"
2018-06-01,"June-2018",2018,"Tubing & Accessories","2392",2,66.83,"Stoma Appliances","23","NHS Crawley CCG"
2018-07-01,"July-2018",2018,"Tubing & Accessories","2392",1,22.29,"Stoma Appliances","23","NHS Crawley CCG"
2018-08-01,"August-2018",2018,"Tubing & Accessories","2392",1,22.3,"Stoma Appliances","23","NHS Crawley CCG"
2018-11-01,"November-2018",2018,"Tubing & Accessories","2392",1,22.28,"Stoma Appliances","23","NHS Crawley CCG"
2019-02-01,"February-2019",2019,"Tubing & Accessories","2392",1,22.48,"Stoma Appliances","23","NHS Crawley CCG"
2018-04-01,"April-2018",2018,"Two Piece Ostomy Systems","2394",36,2809.35,"Stoma Appliances","23","NHS Crawley CCG"
2018-05-01,"May-2018",2018,"Two Piece Ostomy Systems","2394",42,2979.33,"Stoma Appliances","23","NHS Crawley CCG"
2018-06-01,"June-2018",2018,"Two Piece Ostomy Systems","2394",27,2397.47,"Stoma Appliances","23","NHS Crawley CCG"
2018-07-01,"July-2018",2018,"Two Piece Ostomy Systems","2394",41,3240.41,"Stoma Appliances","23","NHS Crawley CCG"
2018-08-01,"August-2018",2018,"Two Piece Ostomy Systems","2394",41,3233.13,"Stoma Appliances","23","NHS Crawley CCG"
2018-09-01,"September-2018",2018,"Two Piece Ostomy Systems","2394",36,3078.77,"Stoma Appliances","23","NHS Crawley CCG"
2018-10-01,"October-2018",2018,"Two Piece Ostomy Systems","2394",31,2384.62,"Stoma Appliances","23","NHS Crawley CCG"
2018-11-01,"November-2018",2018,"Two Piece Ostomy Systems","2394",33,3110.6,"Stoma Appliances","23","NHS Crawley CCG"
2018-12-01,"December-2018",2018,"Two Piece Ostomy Systems","2394",42,3356.34,"Stoma Appliances","23","NHS Crawley CCG"
2019-01-01,"January-2019",2019,"Two Piece Ostomy Systems","2394",41,3018.79,"Stoma Appliances","23","NHS Crawley CCG"
2019-02-01,"February-2019",2019,"Two Piece Ostomy Systems","2394",27,2409.08,"Stoma Appliances","23","NHS Crawley CCG"
